trip_id,date,hour,transport_type,route_id,origin_station,destination_station,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,total_delay,delay_change,time_of_day_bucket,is_weekend,weather_severity_index,event_impact_score
T00539,2023-01-06,19,Train,Route_11,Station_47,Station_11,19,26,Rain,11.7,13.3,Protest,500,22,0,1,4,Summer,1,45,7,Evening,0,0.515,11
T00540,2023-01-06,20,Tram,Route_18,Station_25,Station_28,13,9,Fog,17.4,5.2,None,0,37,0,0,4,Summer,1,22,-4,Evening,0,0.3887,0
T00541,2023-01-06,20,Train,Route_12,Station_21,Station_41,4,20,Cloudy,-4.1,4.1,Sports,500,28,0,0,4,Winter,1,24,16,Evening,0,0.2701,14
T00542,2023-01-06,20,Tram,Route_6,Station_37,Station_23,12,26,Clear,32.4,10.5,Sports,5000,76,0,1,4,Summer,1,38,14,Evening,0,0.215,380
T00543,2023-01-06,20,Train,Route_20,Station_38,Station_45,18,-2,Storm,31.1,1.3,None,0,31,0,0,4,Spring,0,16,-20,Evening,0,0.5802,0
T00544,2023-01-06,21,Bus,Route_13,Station_49,Station_23,17,15,Snow,16.7,8,Concert,2000,61,0,0,4,Winter,1,32,-2,Evening,0,0.587,122
T00545,2023-01-06,21,Metro,Route_20,Station_1,Station_50,8,21,Storm,18.1,13.3,None,0,90,0,0,4,Autumn,1,29,13,Evening,0,0.5913,0
T00546,2023-01-06,21,Bus,Route_16,Station_25,Station_28,19,10,Snow,23.2,19.4,Festival,0,97,0,1,4,Winter,1,29,-9,Evening,0,0.7844,0
T00547,2023-01-06,21,Metro,Route_18,Station_36,Station_43,18,2,Snow,5.6,8.5,Concert,2000,44,0,1,4,Summer,0,20,-16,Evening,0,0.5818,88
T00548,2023-01-06,22,Train,Route_10,Station_17,Station_47,-2,8,Clear,3.9,4,Parade,0,48,0,0,4,Summer,1,6,10,Evening,0,0.3495,0
T00549,2023-01-06,22,Tram,Route_8,Station_41,Station_26,2,16,Cloudy,22,16.3,None,0,32,0,1,4,Winter,1,18,14,Evening,0,0.397,0
T00550,2023-01-06,22,Bus,Route_18,Station_24,Station_25,10,19,Fog,-0.8,14.9,None,2000,3,0,1,4,Winter,1,29,9,Evening,0,0.3233,6
T00551,2023-01-06,22,Metro,Route_1,Station_2,Station_29,18,26,Cloudy,13.2,17.2,Parade,2000,17,0,0,4,Autumn,1,44,8,Evening,0,0.4811,34
T00552,2023-01-06,23,Bus,Route_8,Station_40,Station_19,11,26,Rain,14.7,4.3,None,0,69,0,1,4,Autumn,1,37,15,Evening,0,0.2588,0
T00553,2023-01-06,23,Metro,Route_6,Station_15,Station_33,6,26,Cloudy,10.3,8.1,None,5000,63,0,0,4,Winter,1,32,20,Evening,0,0.2128,315
T00554,2023-01-06,23,Bus,Route_5,Station_32,Station_36,14,26,Snow,2.4,19.6,Concert,0,27,0,0,4,Summer,1,40,12,Evening,0,0.7274,0
T00555,2023-01-06,23,Metro,Route_15,Station_39,Station_14,12,12,Snow,9.2,3.2,Festival,5000,57,0,0,4,Winter,1,24,0,Evening,0,0.6487,285
T00556,2023-01-07,0,Metro,Route_15,Station_6,Station_14,18,20,Rain,8.5,13.4,None,2000,90,0,0,5,Spring,1,38,2,Night,0,0.5374,180
T00557,2023-01-07,0,Train,Route_2,Station_1,Station_35,4,10,Storm,15,4.7,None,0,89,1,0,5,Spring,1,14,6,Night,0,0.6431,0
T00558,2023-01-07,0,Metro,Route_1,Station_47,Station_30,19,22,Snow,22,10,None,0,55,0,0,5,Summer,1,41,3,Night,0,0.744,0
T00559,2023-01-07,0,Train,Route_11,Station_23,Station_28,19,4,Rain,33.7,16,None,0,19,0,0,5,Winter,0,23,-15,Night,0,0.5741,0
T00560,2023-01-07,1,Metro,Route_10,Station_39,Station_17,9,10,Snow,0.8,9.8,None,0,76,0,0,5,Winter,1,19,1,Night,0,0.7501,0
T00561,2023-01-07,1,Tram,Route_18,Station_17,Station_3,3,27,Fog,29.9,16.1,Festival,500,91,0,0,5,Spring,1,30,24,Night,0,0.4388,45.5
T00562,2023-01-07,1,Tram,Route_18,Station_34,Station_16,18,-2,Snow,6.4,8.5,Sports,0,33,0,1,5,Winter,0,16,-20,Night,0,0.5716,0
T00563,2023-01-07,1,Tram,Route_17,Station_41,Station_46,13,0,Clear,18.7,20,Festival,0,86,0,1,5,Summer,0,13,-13,Night,0,0.6439,0
T00564,2023-01-07,2,Metro,Route_8,Station_29,Station_30,2,-3,Rain,16.9,8.7,None,2000,9,0,1,5,Summer,0,-1,-5,Night,0,0.4688,18
T00565,2023-01-07,2,Train,Route_15,Station_9,Station_29,6,16,Cloudy,17.3,3,Concert,0,93,0,0,5,Autumn,1,22,10,Night,0,0.2379,0
T00566,2023-01-07,2,Train,Route_8,Station_13,Station_45,11,10,Rain,23.9,8,Parade,0,21,0,1,5,Summer,1,21,-1,Night,0,0.1904,0
T00567,2023-01-07,2,Metro,Route_17,Station_6,Station_15,5,21,Storm,10.3,14.9,Concert,0,4,0,0,5,Winter,1,26,16,Night,0,0.6182,0
T00568,2023-01-07,3,Tram,Route_12,Station_6,Station_46,11,21,Snow,7.8,17,None,2000,43,0,0,5,Winter,1,32,10,Night,0,0.9297,86
T00569,2023-01-07,3,Tram,Route_8,Station_20,Station_25,9,-1,Rain,29.1,9.2,Parade,500,8,0,0,5,Spring,0,8,-10,Night,0,0.3263,4
T00570,2023-01-07,3,Train,Route_14,Station_3,Station_38,7,1,Fog,3.8,11.9,None,2000,42,0,0,5,Spring,0,8,-6,Night,0,0.3142,84
T00571,2023-01-07,3,Tram,Route_4,Station_17,Station_42,17,22,Rain,2.2,16.9,Protest,0,3,0,1,5,Summer,1,39,5,Night,0,0.3633,0
T00572,2023-01-07,4,Bus,Route_1,Station_49,Station_47,17,0,Fog,-4.4,16.3,None,0,41,0,0,5,Autumn,0,17,-17,Night,0,0.3919,0
T00573,2023-01-07,4,Train,Route_1,Station_12,Station_38,18,3,Snow,3.4,13.2,Concert,0,64,0,0,5,Winter,0,21,-15,Night,0,0.8537,0
T00574,2023-01-07,4,Tram,Route_19,Station_48,Station_23,10,26,Cloudy,15.7,16.3,Festival,0,97,0,1,5,Autumn,1,36,16,Night,0,0.5852,0
T00575,2023-01-07,4,Train,Route_16,Station_47,Station_25,16,26,Snow,16.5,11.5,None,0,40,0,0,5,Winter,1,42,10,Night,0,0.535,0
T00576,2023-01-07,5,Bus,Route_14,Station_45,Station_42,12,15,Storm,5.2,0.1,None,0,63,0,1,5,Summer,1,27,3,Night,0,0.424,0
T00577,2023-01-07,5,Train,Route_16,Station_1,Station_7,5,29,Clear,-2.1,0.8,None,0,54,0,1,5,Summer,1,34,24,Night,0,0.1685,0
T00578,2023-01-07,5,Train,Route_5,Station_17,Station_22,18,29,Cloudy,24.8,19.6,None,5000,89,0,0,5,Spring,1,47,11,Night,0,0.641,445
T00579,2023-01-07,5,Train,Route_9,Station_3,Station_17,7,10,Cloudy,25.3,2.9,None,0,17,0,0,5,Autumn,1,17,3,Night,0,0.3071,0
T00580,2023-01-07,6,Train,Route_2,Station_26,Station_18,0,6,Clear,34.9,8.1,Sports,0,15,0,0,5,Spring,1,6,6,Morning,0,0.2229,0
T00581,2023-01-07,6,Bus,Route_18,Station_15,Station_49,18,24,Rain,31,18.7,None,5000,86,0,0,5,Summer,1,42,6,Morning,0,0.6738,430
T00582,2023-01-07,6,Metro,Route_6,Station_36,Station_41,0,10,Snow,32,3.9,None,0,45,0,0,5,Autumn,1,10,10,Morning,0,0.4644,0
T00583,2023-01-07,6,Train,Route_9,Station_32,Station_10,2,12,Rain,26.9,16.9,None,0,35,1,0,5,Winter,1,14,10,Morning,0,0.4192,0
T00584,2023-01-07,7,Train,Route_1,Station_32,Station_10,13,17,Rain,19.6,16.4,None,5000,89,0,1,5,Spring,1,30,4,Morning,0,0.5516,445
T00585,2023-01-07,7,Tram,Route_9,Station_4,Station_7,14,24,Snow,0.1,19.7,Concert,5000,65,0,1,5,Summer,1,38,10,Morning,0,0.8311,325
T00586,2023-01-07,7,Train,Route_16,Station_18,Station_48,3,29,Storm,19.9,5.6,Sports,0,43,0,1,5,Winter,1,32,26,Morning,0,0.4679,0
T00587,2023-01-07,7,Tram,Route_13,Station_49,Station_50,17,2,Cloudy,-2.8,6.3,Festival,500,4,0,0,5,Summer,0,19,-15,Morning,0,0.2988,2
T00588,2023-01-07,8,Metro,Route_9,Station_19,Station_38,17,11,Fog,30.4,18.1,None,0,28,0,0,5,Winter,1,28,-6,Morning,0,0.4686,0
T00589,2023-01-07,8,Bus,Route_13,Station_43,Station_27,13,-1,Clear,14.3,4.7,None,2000,3,0,0,5,Spring,0,12,-14,Morning,0,0.2872,6
T00590,2023-01-07,8,Bus,Route_9,Station_35,Station_33,-1,10,Cloudy,22.9,11,None,5000,98,0,0,5,Winter,1,9,11,Morning,0,0.2199,490
T00591,2023-01-07,8,Metro,Route_11,Station_40,Station_1,17,-2,Rain,-2.9,14.1,None,0,85,0,1,5,Autumn,0,15,-19,Morning,0,0.4649,0
T00592,2023-01-07,9,Bus,Route_4,Station_14,Station_44,12,25,Clear,16.4,5.4,None,5000,48,0,1,5,Winter,1,37,13,Morning,0,0.2096,240
T00593,2023-01-07,9,Metro,Route_2,Station_33,Station_34,15,0,Fog,7.1,18.8,Protest,500,71,1,0,5,Summer,0,15,-15,Morning,0,0.3758,35.5
T00594,2023-01-07,9,Metro,Route_6,Station_14,Station_4,-2,22,Cloudy,6.4,13.3,None,0,84,0,1,5,Winter,1,20,24,Morning,0,0.2811,0
T00595,2023-01-07,9,Metro,Route_14,Station_34,Station_17,16,8,Cloudy,10.6,0.9,None,2000,7,0,0,5,Spring,1,24,-8,Morning,0,0.1756,14
T00596,2023-01-07,10,Bus,Route_4,Station_4,Station_4,9,-2,Storm,-5,2.7,Sports,0,51,0,0,5,Summer,0,7,-11,Morning,0,0.6438,0
T00597,2023-01-07,10,Tram,Route_6,Station_24,Station_43,5,13,Cloudy,13.7,3.8,Concert,0,68,0,0,5,Summer,1,18,8,Morning,0,0.076,0
T00598,2023-01-07,10,Metro,Route_19,Station_29,Station_26,3,6,Cloudy,14.5,4.9,None,5000,20,0,0,5,Summer,1,9,3,Morning,0,0.159,100
T00599,2023-01-07,10,Train,Route_6,Station_19,Station_4,9,18,Fog,29.5,14.6,Concert,0,26,1,1,5,Summer,1,27,9,Morning,0,0.5207,0
T00600,2023-01-07,11,Bus,Route_2,Station_6,Station_1,4,17,Fog,12.9,1.8,Parade,0,37,0,1,5,Autumn,1,21,13,Morning,0,0.2699,0
T00601,2023-01-07,11,Metro,Route_18,Station_33,Station_7,15,11,Clear,9.5,7,None,5000,4,0,0,5,Summer,1,26,-4,Morning,0,0.2213,20
T00602,2023-01-07,11,Metro,Route_13,Station_49,Station_30,19,17,Rain,34.8,18.2,None,5000,84,0,0,5,Summer,1,36,-2,Morning,0,0.4198,420
T00603,2023-01-07,11,Train,Route_9,Station_40,Station_50,11,17,Fog,17.8,11.1,None,5000,60,0,0,5,Summer,1,28,6,Morning,0,0.2524,300
T00604,2023-01-07,12,Tram,Route_19,Station_19,Station_9,5,17,Clear,13.9,5.3,Sports,0,7,0,1,5,Spring,1,22,12,Afternoon,0,0.3805,0
T00605,2023-01-07,12,Tram,Route_13,Station_1,Station_35,17,28,Cloudy,14.8,19.1,None,0,85,0,1,5,Spring,1,45,11,Afternoon,0,0.636,0
T00606,2023-01-07,12,Tram,Route_11,Station_5,Station_8,19,1,Clear,27.4,4.9,Parade,0,17,0,1,5,Summer,0,20,-18,Afternoon,0,0.3725,0
T00607,2023-01-07,12,Metro,Route_1,Station_27,Station_24,11,5,Clear,8.6,18.1,Sports,0,3,0,1,5,Autumn,0,16,-6,Afternoon,0,0.372,0
T00608,2023-01-07,13,Metro,Route_7,Station_16,Station_19,2,14,Clear,10.6,14.5,None,5000,3,0,0,5,Winter,1,16,12,Afternoon,0,0.539,15
T00609,2023-01-07,13,Metro,Route_15,Station_6,Station_36,6,17,Snow,25.2,14.8,None,2000,36,1,0,5,Autumn,1,23,11,Afternoon,0,0.723,72
T00610,2023-01-07,13,Bus,Route_1,Station_40,Station_50,5,4,Clear,-2.1,15.3,None,0,14,0,0,5,Summer,0,9,-1,Afternoon,0,0.4584,0
T00611,2023-01-07,13,Train,Route_12,Station_13,Station_43,-1,6,Fog,29.6,10.1,None,0,37,0,0,5,Summer,1,5,7,Afternoon,0,0.3799,0
T00612,2023-01-07,14,Metro,Route_7,Station_48,Station_27,13,20,Snow,12.2,16.3,Festival,5000,26,0,1,5,Autumn,1,33,7,Afternoon,0,0.753,130
T00613,2023-01-07,14,Train,Route_15,Station_35,Station_32,10,20,Rain,18.3,16.7,None,5000,84,1,1,5,Summer,1,30,10,Afternoon,0,0.344,420
T00614,2023-01-07,14,Train,Route_19,Station_19,Station_14,4,28,Clear,25.3,7.2,None,0,47,0,0,5,Winter,1,32,24,Afternoon,0,0.3626,0
T00615,2023-01-07,14,Tram,Route_1,Station_12,Station_18,13,29,Storm,5.6,8,None,500,45,0,0,5,Spring,1,42,16,Afternoon,0,0.7345,22.5
T00616,2023-01-07,15,Bus,Route_17,Station_16,Station_28,4,7,Cloudy,30.6,17.8,None,0,45,0,0,5,Winter,1,11,3,Afternoon,0,0.4931,0
T00617,2023-01-07,15,Metro,Route_17,Station_43,Station_29,11,27,Cloudy,34.2,10.5,None,2000,47,0,0,5,Winter,1,38,16,Afternoon,0,0.4285,94
T00618,2023-01-07,15,Tram,Route_3,Station_10,Station_16,11,14,Snow,14.8,17.3,None,500,58,0,0,5,Winter,1,25,3,Afternoon,0,0.7272,29
T00619,2023-01-07,15,Tram,Route_12,Station_25,Station_35,9,19,Cloudy,32.5,12.5,Concert,500,3,0,0,5,Autumn,1,28,10,Afternoon,0,0.438,1.5
T00620,2023-01-07,16,Metro,Route_6,Station_20,Station_47,-2,18,Cloudy,-5,11.9,None,0,74,1,1,5,Autumn,1,16,20,Afternoon,0,0.4718,0
T00621,2023-01-07,16,Train,Route_11,Station_31,Station_31,-2,14,Snow,30.8,0.6,None,0,18,0,0,5,Winter,1,12,16,Afternoon,0,0.4595,0
T00622,2023-01-07,16,Tram,Route_3,Station_4,Station_4,9,16,Cloudy,7.4,5.6,Concert,0,56,0,0,5,Autumn,1,25,7,Afternoon,0,0.117,0
T00623,2023-01-07,16,Train,Route_8,Station_44,Station_37,17,9,Clear,7.5,10,None,5000,18,1,0,5,Summer,1,26,-8,Afternoon,0,0.2355,90
T00624,2023-01-07,17,Bus,Route_14,Station_23,Station_17,18,-3,Rain,4.1,11.7,None,5000,90,0,1,5,Spring,0,15,-21,Afternoon,0,0.3,450
T00625,2023-01-07,17,Train,Route_14,Station_2,Station_39,12,0,Snow,7.7,12.6,None,5000,41,0,1,5,Autumn,0,12,-12,Afternoon,0,0.7349,205
T00626,2023-01-07,17,Bus,Route_10,Station_22,Station_48,1,20,Storm,3.5,14.3,None,5000,91,0,0,5,Autumn,1,21,19,Afternoon,0,0.7587,455
T00627,2023-01-07,17,Train,Route_2,Station_37,Station_46,4,-2,Snow,31.2,13.1,Parade,500,4,0,1,5,Winter,0,2,-6,Afternoon,0,0.7703,2
T00628,2023-01-07,18,Tram,Route_14,Station_8,Station_26,13,24,Fog,31,17,None,0,47,0,0,5,Spring,1,37,11,Evening,0,0.5331,0
T00629,2023-01-07,18,Tram,Route_9,Station_7,Station_48,0,22,Storm,-0.9,5.9,Concert,2000,24,0,0,5,Summer,1,22,22,Evening,0,0.4688,48
T00630,2023-01-07,18,Bus,Route_3,Station_14,Station_39,4,19,Fog,0.7,12.8,None,0,66,0,0,5,Summer,1,23,15,Evening,0,0.3271,0
T00631,2023-01-07,18,Metro,Route_8,Station_3,Station_41,19,11,Snow,29.5,1,None,0,25,0,0,5,Spring,1,30,-8,Evening,0,0.3251,0
T00632,2023-01-07,19,Bus,Route_16,Station_50,Station_4,3,23,Fog,11,9.6,Sports,0,73,0,0,5,Summer,1,26,20,Evening,0,0.375,0
T00633,2023-01-07,19,Bus,Route_2,Station_16,Station_30,13,2,Storm,1.8,5.4,None,0,87,0,1,5,Spring,0,15,-11,Evening,0,0.6215,0
T00634,2023-01-07,19,Train,Route_6,Station_19,Station_30,5,6,Clear,15.4,7.6,Sports,500,61,0,1,5,Winter,1,11,1,Evening,0,0.3096,30.5
T00635,2023-01-07,19,Train,Route_12,Station_18,Station_22,19,26,Snow,11.7,7.1,None,0,92,0,0,5,Summer,1,45,7,Evening,0,0.6402,0
T00636,2023-01-07,20,Bus,Route_5,Station_16,Station_11,3,25,Snow,3.8,1.2,None,0,6,0,0,5,Summer,1,28,22,Evening,0,0.385,0
T00637,2023-01-07,20,Tram,Route_2,Station_8,Station_2,7,0,Cloudy,23.8,9.3,Sports,500,43,0,0,5,Spring,0,7,-7,Evening,0,0.3995,21.5
T00638,2023-01-07,20,Train,Route_16,Station_33,Station_44,13,1,Snow,20.3,19.9,None,2000,86,0,0,5,Summer,0,14,-12,Evening,0,0.7792,172
T00639,2023-01-07,20,Metro,Route_5,Station_49,Station_12,8,0,Snow,-1,6,Sports,0,26,0,0,5,Autumn,0,8,-8,Evening,0,0.4911,0
T00640,2023-01-07,21,Train,Route_15,Station_12,Station_30,10,12,Clear,32,14.7,None,0,41,0,0,5,Winter,1,22,2,Evening,0,0.4566,0
T00641,2023-01-07,21,Train,Route_12,Station_11,Station_36,3,21,Cloudy,17.3,11,Sports,0,72,1,1,5,Summer,1,24,18,Evening,0,0.4741,0
T00642,2023-01-07,21,Metro,Route_4,Station_5,Station_18,-2,10,Rain,5,6.5,None,2000,55,0,1,5,Summer,1,8,12,Evening,0,0.2062,110
T00643,2023-01-07,21,Bus,Route_15,Station_27,Station_26,18,7,Fog,3.3,1.8,Concert,500,2,0,0,5,Summer,1,25,-11,Evening,0,0.2902,1
T00644,2023-01-07,22,Metro,Route_11,Station_12,Station_7,16,25,Storm,0.4,4.3,Festival,0,12,0,0,5,Spring,1,41,9,Evening,0,0.447,0
T00645,2023-01-07,22,Bus,Route_16,Station_17,Station_1,9,18,Rain,12,15.6,None,5000,69,0,0,5,Winter,1,27,9,Evening,0,0.5864,345
T00646,2023-01-07,22,Bus,Route_6,Station_6,Station_26,3,10,Cloudy,0.4,5.6,None,0,58,1,0,5,Winter,1,13,7,Evening,0,0.2187,0
T00647,2023-01-07,22,Bus,Route_14,Station_33,Station_23,15,20,Clear,11.6,2.9,Festival,0,37,0,0,5,Summer,1,35,5,Evening,0,0.1698,0
T00648,2023-01-07,23,Metro,Route_18,Station_5,Station_26,10,22,Storm,1,6.6,None,0,84,0,0,5,Summer,1,32,12,Evening,0,0.6099,0
T00649,2023-01-07,23,Bus,Route_12,Station_28,Station_45,4,12,Fog,21.3,11.7,Concert,0,82,0,0,5,Spring,1,16,8,Evening,0,0.4474,0
T00650,2023-01-07,23,Tram,Route_11,Station_14,Station_6,10,28,Snow,26.4,14.1,Festival,5000,88,0,1,5,Winter,1,38,18,Evening,0,0.831,440
T00651,2023-01-07,23,Metro,Route_13,Station_5,Station_6,18,2,Snow,17,7.7,Concert,0,67,0,0,5,Autumn,0,20,-16,Evening,0,0.7031,0
T00652,2023-01-08,0,Tram,Route_11,Station_33,Station_44,5,4,Rain,22.2,10,None,0,85,0,1,6,Summer,0,9,-1,Night,1,0.2457,0
T00653,2023-01-08,0,Bus,Route_16,Station_50,Station_8,18,26,Fog,32.5,9.1,None,0,68,0,0,6,Autumn,1,44,8,Night,1,0.2633,0
T00654,2023-01-08,0,Train,Route_15,Station_48,Station_24,14,23,Cloudy,20.5,0.2,None,0,0,0,1,6,Autumn,1,37,9,Night,1,0.1515,0
T00655,2023-01-08,0,Bus,Route_15,Station_41,Station_22,6,3,Fog,9.6,7.9,None,0,49,0,0,6,Winter,0,9,-3,Night,1,0.2189,0
T00656,2023-01-08,1,Tram,Route_4,Station_19,Station_19,17,23,Clear,13,11.7,None,0,80,0,0,6,Autumn,1,40,6,Night,1,0.3813,0
T00657,2023-01-08,1,Tram,Route_11,Station_22,Station_37,10,21,Rain,29.4,11.4,Sports,0,72,0,0,6,Summer,1,31,11,Night,1,0.5126,0
T00658,2023-01-08,1,Metro,Route_19,Station_5,Station_18,-1,11,Rain,0.2,15,None,0,8,0,0,6,Summer,1,10,12,Night,1,0.5287,0
T00659,2023-01-08,1,Train,Route_15,Station_2,Station_31,1,21,Clear,8,13.4,Festival,2000,52,0,0,6,Spring,1,22,20,Night,1,0.4153,104
T00660,2023-01-08,2,Metro,Route_4,Station_30,Station_37,-1,18,Fog,18.1,5.5,Protest,500,87,0,1,6,Winter,1,17,19,Night,1,0.1405,43.5
T00661,2023-01-08,2,Tram,Route_13,Station_47,Station_30,1,14,Clear,22.1,5.1,Festival,0,9,0,1,6,Winter,1,15,13,Night,1,0.1477,0
T00662,2023-01-08,2,Bus,Route_19,Station_39,Station_42,15,8,Storm,25.5,9.3,None,0,83,0,0,6,Autumn,1,23,-7,Night,1,0.6588,0
T00663,2023-01-08,2,Train,Route_2,Station_4,Station_33,2,19,Clear,7.7,14.7,None,5000,80,0,0,6,Summer,1,21,17,Night,1,0.2989,400
T00664,2023-01-08,3,Bus,Route_14,Station_33,Station_10,16,21,Fog,0.8,1.9,None,0,76,0,0,6,Summer,1,37,5,Night,1,0.1854,0
T00665,2023-01-08,3,Bus,Route_4,Station_13,Station_37,7,6,Clear,33.2,19,None,0,28,1,1,6,Spring,1,13,-1,Night,1,0.4713,0
T00666,2023-01-08,3,Train,Route_16,Station_20,Station_12,15,26,Cloudy,-1.9,10.9,Concert,500,35,0,1,6,Autumn,1,41,11,Night,1,0.4111,17.5
T00667,2023-01-08,3,Metro,Route_20,Station_7,Station_30,18,6,Snow,-1.2,6.1,Protest,500,86,0,0,6,Summer,1,24,-12,Night,1,0.605,43
T00668,2023-01-08,4,Bus,Route_14,Station_15,Station_27,7,9,Clear,14.8,13.9,None,0,26,0,0,6,Winter,1,16,2,Night,1,0.5779,0
T00669,2023-01-08,4,Tram,Route_15,Station_23,Station_39,2,25,Snow,27.8,0.9,None,0,17,1,1,6,Spring,1,27,23,Night,1,0.3282,0
T00670,2023-01-08,4,Bus,Route_3,Station_14,Station_9,14,5,Clear,26,9.7,None,0,17,0,0,6,Winter,0,19,-9,Night,1,0.3159,0
T00671,2023-01-08,4,Train,Route_8,Station_23,Station_21,19,9,Fog,32.5,9.7,Sports,5000,8,0,0,6,Spring,1,28,-10,Night,1,0.3617,40
T00672,2023-01-08,5,Train,Route_16,Station_19,Station_12,10,10,Storm,0.7,3.2,Festival,0,66,1,0,6,Winter,1,20,0,Night,1,0.6385,0
T00673,2023-01-08,5,Train,Route_10,Station_29,Station_29,14,5,Storm,10,16.7,None,0,6,0,1,6,Autumn,0,19,-9,Night,1,0.9237,0
T00674,2023-01-08,5,Metro,Route_4,Station_20,Station_33,6,4,Snow,6.3,15.9,None,0,57,0,0,6,Summer,0,10,-2,Night,1,0.7246,0
T00675,2023-01-08,5,Bus,Route_18,Station_29,Station_43,9,-1,Fog,29.4,3.1,Festival,0,78,0,1,6,Winter,0,8,-10,Night,1,0.2501,0
T00676,2023-01-08,6,Metro,Route_2,Station_24,Station_15,11,29,Fog,14.5,7.3,None,0,29,0,0,6,Autumn,1,40,18,Morning,1,0.212,0
T00677,2023-01-08,6,Metro,Route_17,Station_18,Station_2,11,28,Fog,-3.9,2,Sports,0,72,0,0,6,Winter,1,39,17,Morning,1,0.2332,0
T00678,2023-01-08,6,Train,Route_13,Station_10,Station_39,5,3,Cloudy,23.3,17,None,0,60,0,0,6,Autumn,0,8,-2,Morning,1,0.6093,0
T00679,2023-01-08,6,Train,Route_4,Station_41,Station_44,2,15,Rain,10.5,6.5,None,500,90,0,1,6,Spring,1,17,13,Morning,1,0.135,45
T00680,2023-01-08,7,Metro,Route_11,Station_8,Station_18,16,10,Clear,16.2,8.8,None,0,99,1,0,6,Autumn,1,26,-6,Morning,1,0.3335,0
T00681,2023-01-08,7,Bus,Route_7,Station_26,Station_3,11,15,Fog,30.8,6.5,Sports,2000,81,0,0,6,Winter,1,26,4,Morning,1,0.3435,162
T00682,2023-01-08,7,Tram,Route_12,Station_29,Station_7,6,22,Fog,5.3,6.2,None,0,94,0,0,6,Summer,1,28,16,Morning,1,0.3883,0
T00683,2023-01-08,7,Metro,Route_10,Station_10,Station_43,4,13,Fog,4.6,14.9,None,5000,16,0,0,6,Spring,1,17,9,Morning,1,0.308,80
T00684,2023-01-08,8,Bus,Route_7,Station_17,Station_18,5,24,Storm,5.5,15,None,5000,52,0,1,6,Spring,1,29,19,Morning,1,0.8032,260
T00685,2023-01-08,8,Train,Route_13,Station_2,Station_44,11,15,Fog,8.5,10.4,None,0,5,0,0,6,Autumn,1,26,4,Morning,1,0.2435,0
T00686,2023-01-08,8,Train,Route_7,Station_6,Station_38,19,23,Clear,-0.7,13.2,Festival,5000,38,0,1,6,Winter,1,42,4,Morning,1,0.391,190
T00687,2023-01-08,8,Bus,Route_17,Station_5,Station_37,11,15,Fog,22.9,10.2,Protest,0,24,0,1,6,Autumn,1,26,4,Morning,1,0.3615,0
T00688,2023-01-08,9,Tram,Route_10,Station_28,Station_33,8,29,Clear,3.3,0.6,None,500,41,0,0,6,Spring,1,37,21,Morning,1,0.0628,20.5
T00689,2023-01-08,9,Train,Route_10,Station_41,Station_44,11,3,Cloudy,32,1.3,Festival,0,41,0,1,6,Summer,0,14,-8,Morning,1,0.2751,0
T00690,2023-01-08,9,Train,Route_4,Station_5,Station_31,18,25,Rain,3.6,7.7,None,0,58,0,0,6,Autumn,1,43,7,Morning,1,0.1539,0
T00691,2023-01-08,9,Train,Route_20,Station_18,Station_11,5,1,Storm,5.2,15,None,0,37,0,0,6,Winter,0,6,-4,Morning,1,0.671,0
T00692,2023-01-08,10,Bus,Route_4,Station_26,Station_4,0,26,Clear,6.9,18.3,Sports,0,30,0,0,6,Autumn,1,26,26,Morning,1,0.3811,0
T00693,2023-01-08,10,Metro,Route_7,Station_20,Station_18,15,4,Snow,25.7,0.6,None,2000,28,1,1,6,Autumn,0,19,-11,Morning,1,0.3272,56
T00694,2023-01-08,10,Train,Route_1,Station_41,Station_4,0,8,Cloudy,12.1,7.4,None,0,8,0,0,6,Autumn,1,8,8,Morning,1,0.2852,0
T00695,2023-01-08,10,Metro,Route_12,Station_49,Station_49,10,9,Rain,27.8,4.5,None,0,0,0,0,6,Summer,1,19,-1,Morning,1,0.1357,0
T00696,2023-01-08,11,Tram,Route_13,Station_27,Station_34,9,22,Rain,26.4,16.3,Sports,5000,79,0,1,6,Winter,1,31,13,Morning,1,0.3767,395
T00697,2023-01-08,11,Train,Route_10,Station_49,Station_29,12,14,Rain,32.2,16.9,None,5000,86,0,1,6,Winter,1,26,2,Morning,1,0.587,430
T00698,2023-01-08,11,Train,Route_15,Station_12,Station_24,15,16,Clear,25.3,4.1,None,5000,71,1,0,6,Spring,1,31,1,Morning,1,0.1938,355
T00699,2023-01-08,11,Tram,Route_13,Station_7,Station_22,2,12,Cloudy,-2.9,14.2,Protest,5000,46,0,0,6,Spring,1,14,10,Morning,1,0.5178,230
T00700,2023-01-08,12,Train,Route_9,Station_3,Station_2,4,-1,Fog,28.5,14.6,Sports,0,75,0,0,6,Autumn,0,3,-5,Afternoon,1,0.302,0
T00701,2023-01-08,12,Metro,Route_9,Station_10,Station_44,8,23,Snow,32.5,3.5,Sports,0,9,0,0,6,Spring,1,31,15,Afternoon,1,0.5632,0
T00702,2023-01-08,12,Bus,Route_15,Station_34,Station_6,8,11,Cloudy,34.7,8.7,None,0,15,0,0,6,Winter,1,19,3,Afternoon,1,0.3671,0
